instname,city,state,zip
Quincy University,Quincy,IL,62301-269
Professionals Choice Hair Design Academy,Joliet,IL,60435
AMERICAN PROFESSIONAL BARTENDING SCHOOL,SCHAUMBURG,IL,60195
AMERICAN BARTENDERS SCHOOL,CALUMET CITY,IL,60409
Principia College,Elsah,IL,62028-979
Prairie State College,Chicago Heights,IL,60411
PEORIA BARBER COLLEGE,PEORIA,IL,61602
Parkland College,Champaign,IL,61821-189
ATLANTA BIBLE COLLEGE,MORROW,GA,30260
OPERATION UPLIFT TRAINING RESOURCE CENTER INC,MAYWOOD,IL,60153
Olivet Nazarene University,Bourbonnais,IL,60914-227
Oehrlein School of Cosmetology,East Peoria,IL,61611
Oakton Community College,Des Plaines,IL,60016-126
Northeastern Illinois University,Chicago,IL,60625-469
Northwestern University,Evanston,IL,60208
NORTHWEST COMMUNITY HOSPITAL SCHOOL OF XRAY TECHN,ARLINGTON HEIGHTS,IL,60005
Northern Illinois University,Dekalb,IL,60115-282
Northern Baptist Theological Seminary,Lombard,IL,60148
North Park University,Chicago,IL,60625-489
North Central College,Naperville,IL,60540
Niles School of Cosmetology,Niles,IL,60714
National University of Health Sciences,Lombard,IL,60148-458
National-Louis University,Chicago,IL,60603
National Louis University,Chicago,IL,60603
Mr Johns School of Cosmetology Esthetics and Nails,Decatur,IL,62521
Mr John's School of Cosmetology Esthetics & Nails,Decatur,IL,62521
Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,IL,62521
Morton College,Cicero,IL,60804-439
Morrison Institute of Technology,Morrison,IL,61270-295
MORRIS ACADEMY OF HAIR DESIGN,MORRIS,IL,604501474
Moraine Valley Community College,Palos Hills,IL,60465-093
MOODY BIBLE INSTITUTE,CHICAGO,IL,60610-328
MONTESSORI EDUCATION CENTER ASSOCIATED,CLARENDON HILLS,IL,60514
Monmouth College,Monmouth,IL,61462-199
TRINITY SCHOOL OF RADIOGRAPHY,MOLINE,IL,61265-1216
Millikin University,Decatur,IL,62522-208
MIDWEST HORSESHOEING SCHOOL,MACOMB,IL,61455
Midstate College,Peoria,IL,61614-359
Methodist College of Nursing,Peoria,IL,61603
Meadville-Lombard Theological School,Chicago,IL,60637
Meadville Lombard Theological School,Chicago,IL,60637
McKendree College,Lebanon,IL,62254
McKendree University,Lebanon,IL,62254-1291
McHenry County College,Crystal Lake,IL,60012-276
McCormick Theological Seminary,Chicago,IL,60615
MCDONOUGH DISTRICT HOSPITAL,MACOMB,IL,61455
MCCOY BARBER COLLEGE,CHICAGO,IL,60649
MacMurray College,Jacksonville,IL,62650-259
MacCormac College,Chicago,IL,60602-440
Mac Daniels Beauty School,Chicago,IL,60640
CET-Chicago,Chicago,IL,60624
Trinity College of Nursing and Health Sciences,Rock Island,IL,61201-531
Trinity College of Nursing & Health Sciences,Rock Island,IL,61201-5317
Lutheran School of Theology at Chicago,Chicago,IL,60615-519
Loyola University Chicago,Chicago,IL,60611-981
Loyola University-Chicago,Chicago,IL,60660
Lincoln College of Technology-Melrose Park,Melrose Park,IL,60160-1605
Lincoln Land Community College,Springfield,IL,62794-925
Lincoln College,Lincoln,IL,62656
Lincoln Christian College and Seminary,Lincoln,IL,62656-211
Lincoln Christian University,Lincoln,IL,62656-2111
LINCOLN BARBER COLLEGE,EAST MOLINE,IL,61244
LIFT INC,WARREN,NJ,7059
Lexington College,Chicago,IL,60607-353
Lewis University,Romeoville,IL,60446-220
Lewis and Clark Community College,Godfrey,IL,62035
LENAS ARTISTIC BEAUTY COLLEGE,CHICAGO,IL,60620
Lakeview College of Nursing,Danville,IL,61832
Lake Land College,Mattoon,IL,61938
Lake Forest College,Lake Forest,IL,60045-239
College of Lake County,Grayslake,IL,60030-119
Knox College,Galesburg,IL,61401-999
Kishwaukee College,Malta,IL,60150-969
Kendall College,Chicago,IL,60622
Kaskaskia College,Centralia,IL,62801
Kankakee Community College,Kankakee,IL,60901
Judson College,Elgin,IL,60123-149
Judson University,Elgin,IL,60123-1498
Joliet Junior College,Joliet,IL,60431-893
John Wood Community College,Quincy,IL,62305-873
The John Marshall Law School,Chicago,IL,60604
John Amico School of Hair Design,Oak Forest,IL,60452-250
John A Logan College,Carterville,IL,62918-250
INVESTIGATIONS INSTITUTE,SARASOTA,FL,342433213
INTERNATIONAL TEAMS,ELGIN,IL,601231570
International Academy of Design and Technology-Chicago,Chicago,IL,60602-3300
INSURANCE SCHOOL OF CHICAGO,CHICAGO,IL,606067103
INSTITUTE OF PROFESSIONAL BOWLING INSTRUCTION,DES PLAINES,IL,60016
INSTITUTE FOR PSYCHOANALYSIS,CHICAGO,IL,60603
INSTITUTE FOR DEVELOPMENT OF SALES POTENTIAL INC,ROLLING MEADOWS,IL,60008
Institute for Clinical Social Work,Chicago,IL,60601-590
INDUSTRIAL ENGINEERING COLLEGE,CHICAGO,IL,60607
Illinois Valley Community College,Oglesby,IL,61348-969
Illinois State University,Normal,IL,61790-100
ILLINOIS BAPTIST COLLEGE,WASHINGTON,IL,61571-193
Illinois College,Jacksonville,IL,62650-229
Illinois Central College,East Peoria,IL,61635-000
FRASCA AIR SERVICES,URBANA,IL,61801
Illinois Wesleyan University,Bloomington,IL,61702-290
Illinois College of Optometry,Chicago,IL,60616
Benedictine University,Lisle,IL,60532-090
Rosalind Franklin University of Medicine and Science,North Chicago,IL,60064
Hebrew Theological College,Skokie,IL,60077
HASKANA INSTITUTE OF HAIR DESIGN,PALATINE,IL,60067
Harrington College of Design,Chicago,IL,60606
Hair Professionals School of Cosmetology,Oswego,IL,60543
Hair Professionals Career College Inc,Sycamore,IL,60178
Greenville College,Greenville,IL,62246-015
Graham Hospital School of Nursing,Canton,IL,61520-249
Governors State University,University Park,IL,60466-097
Gem City College,Quincy,IL,62301
Garrett-Evangelical Theological Seminary,Evanston,IL,60201-329
FREEMANS FASHION ACADEMY,CHICAGO,IL,606292009
Fox College Inc,Oak Lawn,IL,60453
CAREER LOGICS INSTITUTE OF HAIR DESIGN,PEKIN,IL,61554
First Institute Inc,Crystal Lake,IL,60014
F W OLIN VOCATIONAL SCHOOL OF PRACTICAL NURSING,ALTON,IL,62002
Eureka College,Eureka,IL,61530
Elmhurst College,Elmhurst,IL,60126-309
Elgin Community College,Elgin,IL,60123-719
EDWARD HINES VETERANS HOSPITAL,HINES,IL,60141
Eastern Illinois University,Charleston,IL,61920
East-West University,Chicago,IL,60605
College of DuPage,Glen Ellyn,IL,60137-659
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIEN,North Chicago,IL,60064
DOROTHY CHRYSLER SCHOOL OF BEAUTY CULTURE,EFFINGHAM,IL,62401
The Cosmetology and Spa Institute,Crystal Lake,IL,60014
Cosmetology & Spa Institute,Crystal Lake,IL,60014
DeVry University-Corporate Office,Oakbrook Terrace,IL,60181-426
DeVry University-Administrative Office,Oakbrook Terrace,IL,60181-4264
DECATUR AREA TECHNICAL ACADEMY-SCH OF PRACT NSG,DECATUR,IL,62523-1037
DECATUR AVIATION INCORPORATED,DECATUR,IL,62521
Vees School of Beauty Culture,East Saint Louis,IL,62205
CURTISS ACADEMY OF REAL ESTATE,FAIRVIEW HEIGHT,IL,62208
Coyne American Institute Inc,Chicago,IL,60607-130
Coyne College,Chicago,IL,60607-1300
The Cooking and Hospitality Institute of Chicago,Chicago,IL,60610
Le Cordon Bleu College of Culinary Arts in Chicago,Chicago,IL,60610
Le Cordon Bleu College of Culinary Arts-Chicago,Chicago,IL,60610
CONTINENTAL ACADEMY OF BEAUTY CULTURE,MILAN,IL,612613926
Concordia University-Chicago,River Forest,IL,60305-1499
COMMUNITY FILM WORKSHOP OF CHICAGO,CHICAGO,IL,60605
Columbia College Chicago,Chicago,IL,60605-199
Columbia College-Chicago,Chicago,IL,60605-1996
COLDWELL BANKER SCHOOL OF REAL ESTATE,OAK BROOK,IL,60523
COIFFURE SCHOOL OF COSMETOLOGY ARTS AND SCI INC,BELLEVILLE,IL,62220
CHICAGOLAND AMERICAN INSTITUTE OF BANKING,CHICAGO,IL,60604
University of Chicago,Chicago,IL,60637
Chicago Theological Seminary,Chicago,IL,60637
Chicago State University,Chicago,IL,60628
CHICAGO SCHOOL OF VIOLIN MAKING,SKOKIE,IL,60076
CHICAGO NATIONAL COLLEGE OF NAPRAPATHY,CHICAGO,IL,60641
CHICAGO MANUFACTURING INSTITUTE,CHICAGO,IL,606414616
Career Colleges of Chicago,Chicago,IL,60603-630
Midwestern University-Downers Grove,Downers Grove,IL,60515-5514
TRUCK TRAINING DRIVING SCHOOL,CHICAGO,IL,606381804
CENTRALIA SCHOOL OF COSMETOLOGY,CENTRALIA,IL,62801
La James International College-East Moline,East Moline,IL,61244
Catholic Theological Union at Chicago,Chicago,IL,60615-569
Carl Sandburg College,Galesburg,IL,61401
CAREER ACADEMY,CHICAGO,IL,60601
Empire Beauty School-Hanover Park,Hanover Park,IL,60133-5421
Cannella School of Hair Design-Elgin,Elgin,IL,60120
Cannella School of Hair Design-Chicago,Chicago,IL,60632-2549
Cameo Beauty Academy,Oak Lawn,IL,60453
Trend Setters College of Cosmetology,Bradley,IL,60915-210
BRISK RABBINICAL COLLEGE,CHICAGO,IL,60659
Bradley University,Peoria,IL,61625-000
BLOOMINGTON NORMAL SCHOOL OF RADIOGRAPHY,NORMAL,IL,61761
Blessing Hospital School of Radiologic Technology,Quincy,IL,62305-700
Blessing Rieman College of Nursing,Quincy,IL,62305-700
Blackburn College,Carlinville,IL,62626
BIBLE MISSIONARY INSTITUTE,ROCK ISLAND,IL,612046070
Bethany Theological Seminary,Richmond,IN,47374-401
BELLEVILLE BARBER COLLEGE,BELLEVILLE,IL,62220-1438
Southwestern Illinois College,Belleville,IL,62221-589
Aurora University,Aurora,IL,60506-489
The College of Office Technology,Chicago,IL,60622-331
School of the Art Institute of Chicago,Chicago,IL,60603
CAPELLI ACADEMY OF COSMETOLOGY,CHICAGO,IL,60622
ARLINGTON ACADEMY OF BEAUTY CULTURE,ARLINGTON HEIGHTS,IL,60005
AMERICAN HEALTH INFORMATION MANAGEMENT ASSOCIATION,CHICAGO,IL,60601
AMERICAN ISLAMIC COLLEGE,CHICAGO,IL,60613-310
AMERICAN FLORAL ART SCHOOL,CHICAGO,IL,606051679
American Academy of Art,Chicago,IL,60604-430
Alvareitas College of Cosmetology-Godfrey,Godfrey,IL,62035-4150
Alvareitas College of Cosmetology-Edwardsville,Edwardsville,IL,62025
ALTAMORE SCHOOL OF COSMETOLOGY INC,MACHESNEY PARK,IL,61115
Adler School of Professional Psychology,Chicago,IL,60601
AIRGO INC,CENTRALIA,IL,628016577
VOGUE BEAUTY COLLEGE,IDAHO FALLS,ID,83401
VALLEY BUSINESS COLLEGE,LEWISTON,ID,83501
College of Southern Idaho,Twin Falls,ID,83301-123
SHADOW MOUNTAIN BUSINESS CAREERS,BOISE,ID,83713
SANDPOINT SCHOOL OF HAIR DESIGN,SANDPOINT,ID,83864
Brigham Young University-Idaho,Rexburg,ID,83460-410
The School of Hairstyling,Chubbuck,ID,83202
Northwest Nazarene University,Nampa,ID,83686-589
North Idaho College,Coeur D'alene,ID,83814-219
Mr Juans College of Hair Design,Twin Falls,ID,83301
DEE DEES MERIDIAN SCHOOL OF BEAUTY,BOISE,ID,837092255
CENTER FOR TRAVEL EDUCATION,IDAHO FALLS,ID,83404
ITT Technical Institute-Boise,Boise,ID,83713-1529
Lewis-Clark State College,Lewiston,ID,83501-269
Albertson College of Idaho,Caldwell,ID,83605-443
The College of Idaho,Caldwell,ID,83605-4432
University of Idaho,Moscow,ID,83844-228
Idaho State University,Pocatello,ID,83209
IDAHO SCHOOL OF MASSAGE THERAPY,BOISE,ID,83705
Eastern Idaho Technical College,Idaho Falls,ID,83404-578
CONTINENTAL COLLEGE OF BEAUTY AND BARBER STYLING,BOISE,ID,83704-8011
Boise State University,Boise,ID,83725
Boise Bible College,Boise,ID,83714-122
Apollo College,Boise,ID,83704-874
Carrington College-Boise,Boise,ID,83704-8742
AERO TECHNICIANS INC,REXBURG,ID,834400007
Windward Community College,Kaneohe,HI,96744-359
University of Hawaii-West Oahu,Pearl City,HI,96782-369
VITOUSEK REAL ESTATE SCHOOL,HONOLULU,HI,96813
University of Hawaii System Office,Honolulu,HI,96822-230
Travel Institute of the Pacific,Honolulu,HI,96814
World Medicine Institute,Honolulu,HI,96826
ORIENTAL MEDICAL INSTITUTE OF HAWAII,HONOLULU,HI,96813
New York Technical Institute of Hawaii,Honolulu,HI,96817-441
Med-Assist School of Hawaii Inc,Honolulu,HI,96813
Maui Community College,Kahului,HI,96732-164
University of Hawaii Maui College,Kahului,HI,96732-1617
Leeward Community College,Pearl City,HI,96782-339
Kauai Community College,Lihue,HI,96766-959
Kapiolani Community College,Honolulu,HI,96816-449
JAPAN-AMERICA INSTITUTE OF MANAGEMENT SCIENCE,HONOLULU,HI,968251108
INSTITUTE OF BODY THERAPEUTICS,LAHAINA,HI,96761
HONOLULU SCHOOL OF MASSAGE INC,HONOLULU,HI,96816
Honolulu Community College,Honolulu,HI,96817-459
HAWAII INSTITUTE OF REAL ESTATE,HONOLULU,HI,968175327
Hawaii Institute of Hair Design,Honolulu,HI,96813-311
Hawaii Business College,Honolulu,HI,96813
University of Hawaii at Manoa,Honolulu,HI,96822-230
University of Hawaii at Hilo,Hilo,HI,96720-409
FASHION CENTER,HONOLULU,HI,96814
FAHRNI SCHOOL OF REAL ESTATE,AIEA,HI,96701
EMPLOYMENT TRAINING CENTER UNIV OF HI COMM COLLS,HONOLULU,HI,96813
ELECTRONICS INSTITUTE,Kailua,HI,967342736
Chaminade University of Honolulu,Honolulu,HI,96816-157
ALL HAWAIIAN SCHOOL OF MASSAGE,HONOLULU,HI,96826
AISEN SHIATSU SCHOOL INC,HONOLULU,HI,96814
Young Harris College,Young Harris,GA,30582
ACADEMY OF HAIR ARTS AND DESIGN,BRUNSWICK,GA,31520
University of West Georgia,Carrollton,GA,30118-000
Wesleyan College,Macon,GA,31210-446
Waycross College,Waycross,GA,31503-011
Valdosta State University,Valdosta,GA,31698
Truett-McConnell College,Cleveland,GA,30528
Toccoa Falls College,Toccoa Falls,GA,30598
Thomas University,Thomasville,GA,31792
Southwest Georgia Technical College,Thomasville,GA,31792
Southern Polytechnic State University,Marietta,GA,30060-289
Spelman College,Atlanta,GA,30314-439
The Creative Circus,Atlanta,GA,30324
South Georgia Technical College,Americus,GA,31709
South Georgia College,Douglas,GA,31533-509
Shorter College,Rome,GA,30165
Shorter University,Rome,GA,30165
Savannah State University,Savannah,GA,31404
Savannah College of Art and Design,Savannah,GA,31402-314
ST JOSEPH HOSPITAL SCHOOL OF HISTOLOGIC TECHNIQUE,ATLANTA,GA,30342
Reinhardt College,Waleska,GA,30183-298
Reinhardt University,Waleska,GA,30183-2981
Portfolio Center,Atlanta,GA,30309
Piedmont College,Demorest,GA,30535-001
Paine College,Augusta,GA,30901-318
Arnold-Padrick's University of Cosmetology,Forest Park,GA,30297-143
The Esani Institution,Forest Park,GA,30297-1436
Oglethorpe University,Atlanta,GA,30319-279
North Georgia Technical College,Clarkesville,GA,30523
North Georgia College & State University,Dahlonega,GA,30597-100
NATIONAL CENTER FOR PARALEGAL TRAINING,ATLANTA,GA,30328
Moultrie Technical College,Moultrie,GA,31788
MORRIS BROWN COLLEGE,Atlanta,GA,30314-4140
Morehouse School of Medicine,Atlanta,GA,30310-149
Morehouse College,Atlanta,GA,30314
Middle Georgia College,Cochran,GA,31014-159
METROPOLITAN BEAUTY ACADEMY,STONE MOUNTAIN,GA,30083
Medical College of Georgia,Augusta,GA,30912
Georgia Health Sciences University,Augusta,GA,30912
MEDICAL CENTER OF CENTRAL GEORGIA-RADIOLOGY SCHOOL,MACON,GA,31208
MEDICAL CENTER INC-SCHOOL OF RADIOLOGIC TECHNOLOGY,COLUMBUS,GA,319942299
MEADOWS JUNIOR COLLEGE,COLUMBUS,GA,31906
Macon State College,Macon,GA,31206-514
MACON BEAUTY SCHOOL,MACON,GA,31211
Life University,Marietta,GA,30060
Lanier Technical College,Oakwood,GA,30566
LaGrange College,Lagrange,GA,30240-299
PRO WAY HAIR SCHOOL,JONESBORO,GA,30236
Savannah River College,Augusta,GA,30909
WELLSTAR KENNESTONE RADIOGRAPHY PROGRAM,MARIETTA,GA,30060
Kennesaw State University,Kennesaw,GA,30144-559
Interdenominational Theological Center,Atlanta,GA,30314-414
ATLANTA BARTENDING SCHOOL,ATLANTA,GA,30329
IMMANUEL BAPTIST THEOLOGICAL SEM AND BIBLE COLL,SHARPSBURG,GA,30277
GARMON BEAUTY COLLEGE,LILBURN,GA,30247
Middle Georgia Technical College,Warner Robins,GA,31088
QUALITY AVIATION INC,ATLANTA,GA,30341
Gwinnett Technical College,Lawrenceville,GA,30043-570
Gwinnett College,Lilburn,GA,30047-344
Gwinnett College-Lilburn,Lilburn,GA,30047-3447
Gupton Jones College of Funeral Service,Decatur,GA,30035-402
University of Georgia,Athens,GA,30602
Georgia State University,Atlanta,GA,30302-308
Georgia Southern University,Statesboro,GA,30460
Georgia Medical Institute-Atlanta Downtown,Atlanta,GA,30303
Everest Institute-Atlanta Downtown,Atlanta,GA,30303
GEORGIA INSTITUTE OF REAL ESTATE,ATLANTA,GA,30328
Georgia College and State University,Milledgeville,GA,31061
Georgia College & State University,Milledgeville,GA,31061
GEORGIA BAPTIST HOSPITAL CLINICAL PASTORAL ED CTR,ATLANTA,GA,30312
GEORGIA BAPTIST COLLEGE OF NURSING OF MERCER UNIV,ATLANTA,GA,30312
ATLANTA MEDICAL CENTER SCHOOL OF RADIOLOGIC TECH,ATLANTA,GA,30312
Gainesville State College,Oakwood,GA,30566
Georgia Southwestern State University,Americus,GA,31709-469
Grady Health System Professional Schools,Atlanta,GA,30303-305
Fort Valley State University,Fort Valley,GA,31030-431
Georgia Highlands College,Rome,GA,30162-186
EPPS AIR SERVICE,ATLANTA,GA,30341
Emory University,Atlanta,GA,30322
East Georgia College,Swainsboro,GA,30401
DE KALB MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHN,DECATUR,GA,30033
Dalton State College,Dalton,GA,30720-379
DALTON BEAUTY COLLEGE,DALTON,GA,307213404
MEYBOHM INSTITUTE OF REAL ESTATE,AUGUSTA,GA,309096516
Covenant College,Lookout Mountain,GA,30750-416
Columbus State University,Columbus,GA,31907-564
Columbus Technical College,Columbus,GA,31904-657
Columbia Theological Seminary,Decatur,GA,30030
Clayton  State University,Morrow,GA,30260-028
CEDAR TOWN SCHOOL OF COSMETOLOGY,CEDARTOWN,GA,30125
CARVER BIBLE COLLEGE,ATLANTA,GA,30313
Coastal Georgia Community College,Brunswick,GA,31520-364
College of Coastal Georgia,Brunswick,GA,31520-3644
BROWN'S BARBER COLLEGE,ATLANTA,GA,30314
Brown College of Court Reporting and Medical Transcription,Atlanta,GA,30309-284
Brown College of Court Reporting,Atlanta,GA,30318
Brewton-Parker College,Mount Vernon,GA,30445
Brenau University,Gainesville,GA,30501-366
A BOB WOOD REAL ESTATE ACADEMY,NORCROSS,GA,30071
Beulah Heights Bible College,Atlanta,GA,30316
Beulah Heights University,Atlanta,GA,30316
Berry College,Mount Berry,GA,30149
BEN FARMER SCHOOL OF REAL ESTATE,SAVANNAH,GA,31405
BEAUTY COLLEGE OF GEORGIA,DORAVILLE,GA,30340
Beauty College of America,Forest Park,GA,30297-144
Bauder College,Atlanta,GA,30313
Bainbridge College,Bainbridge,GA,39819
Augusta State University,Augusta,GA,30904-220
AUGUSTA AVIATION INCORPORATED,AUGUSTA,GA,30904
Augusta Technical College,Augusta,GA,30906
Clark Atlanta University,Atlanta,GA,30314
Atlanta School of Massage,Atlanta,GA,30338
JOHN MARSHALL LAW SCHOOL,ATLANTA,GA,30309-2947
John Marshall Law School-Atlanta,Atlanta,GA,30309
Atlanta's John Marshall Law School,Atlanta,GA,30309
Atlanta Metropolitan College,Atlanta,GA,30310-449
BARNEY FLETCHER SCHOOL-ATLANTA INST OF REAL ESTATE,ATLANTA,GA,30339
Atlanta College of Art,Atlanta,GA,30309
Atlanta Christian College,East Point,GA,30344
Point University,East Point,GA,30344
Atlanta Technical College,Atlanta,GA,30310-444
Georgia Career Institute,Conyers,GA,30013
The Art Institute of Atlanta,Atlanta,GA,30328-163
Armstrong Atlantic State University,Savannah,GA,31419-199
Andrew College,Cuthbert,GA,39840-139
Albany State University,Albany,GA,31705
Darton College,Albany,GA,31707-309
Albany Technical College,Albany,GA,31701
Interactive College of Technology-Morrow,Morrow,GA,30260
Interactive College of Technology-Chamblee,Chamblee,GA,30341
Agnes Scott College,Decatur,GA,30030-379
